frame,system,rom_label,pc,ram_0000_t49,ram_0000_t41,ram_0000_t42,ram_0002_t17,ram_0003_t18,ram_0004_t18,game_mode,screen_ready,ram_script,ram_subscript,ppu_load_index,ram_frm_cnt,cur_save_slot,rendering_flag,ram_004D,ram_next_script,ram_005C,se_ptr_lo,se_ptr_hi,ram_006C_se,ram_00F6,btn_press,btn_hold,scroll_y,scroll_x,ram_for_2001,ram_for_2000,ram_0415,ram_041A,ram_041F,ram_0421,ram_0423,spr_index_1,spr_index_2,ram_042D,ram_042E,ram_00E7,ram_map_location,ram_next_map_location,ram_0528,ram_05F1,ram_05F4,ram_05F5,ram_music,ram_music_busy,ram_060A,ram_060B,ram_060C,ram_060D,ram_0611,ram_0612,ram_0613,ram_0616,ram_0617,ram_0619,ram_061B,ppu_buf_status,ppu_buf_index,ppu_buf_0,ppu_buf_1,ppu_buf_2,ppu_buf_3,ppu_buf_4,ppu_buf_5,ppu_buf_6,ppu_buf_7,trace_last,trace_seq,trace_music_writer,trace_music_value,trace_busy_writer,trace_busy_value,PPU_REQ_INDEX,PPU_REQ_PTR,PPU_REQ_RES,SEQ_EVT_COUNT,PPU_EVT_COUNT,reg_d0,reg_d1,reg_d2,reg_d3,reg_d4,reg_d5,reg_d6,reg_d7,reg_a0,reg_a1,reg_a2,reg_a3,reg_a4,reg_a5,reg_a6,reg_a7,reg_sr
142,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,2B,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,14,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,11,10,36,0203,05EE,B001,0000,B101,1800,0000,0302,00000000,00A8,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
143,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,2C,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,14,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,11,10,36,0203,0609,B001,0000,B101,1800,0000,0302,00000000,00AC,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
144,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,2D,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,15,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,11,10,36,0203,0624,B001,0000,B101,1800,0000,0302,00000000,00B0,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
145,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,2E,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,15,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,063F,B001,0000,B101,1800,0000,0302,00000000,00B4,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
146,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,2F,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,16,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,065A,B001,0000,B101,1800,0000,0302,00000000,00B8,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
147,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,30,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,16,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,0675,B001,0000,B101,1800,0000,0302,00000000,00BC,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
148,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,31,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,17,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,0690,B001,0000,B101,1800,0000,0302,00000000,00C0,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
149,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,32,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,17,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,06AB,B001,0000,B101,1800,0000,0302,00000000,00C4,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
150,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,33,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,18,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,06C6,B001,0000,B101,1800,0000,0302,00000000,00C8,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
151,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,34,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,18,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,06E1,B001,0000,B101,1800,0000,0302,00000000,00CC,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
152,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,35,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,19,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,06FC,B001,0000,B101,1800,0000,0302,00000000,00D0,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
153,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,36,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,19,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,0717,B001,0000,B101,1800,0000,0302,00000000,00D4,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
154,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,37,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,1A,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,0732,B001,0000,B101,1800,0000,0302,00000000,00D8,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
155,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,38,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,1A,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,074D,B001,0000,B101,1800,0000,0302,00000000,00DC,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
156,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,39,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,1B,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,0768,B001,0000,B101,1800,0000,0302,00000000,00E0,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
157,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,3A,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,1B,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,0783,B001,0000,B101,1800,0000,0302,00000000,00E4,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
158,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,3B,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,1C,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,079E,B001,0000,B101,1800,0000,0302,00000000,00E8,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
159,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,3C,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,1C,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,07B9,B001,0000,B101,1800,0000,0302,00000000,00EC,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
160,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,3D,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,1D,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,80,10,36,0203,07D4,B001,0000,B101,1800,0000,0302,00000000,00F0,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
161,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,3E,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,1D,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0203,07EF,B001,0000,B101,1800,0000,0302,00000000,00F4,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
162,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,3F,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,1E,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0203,080A,B001,0000,B101,1800,0000,0302,00000000,00F8,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
163,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,40,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,1E,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0203,0825,B001,0000,B101,1800,0000,0302,00000000,00FC,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
164,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,41,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,1F,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0203,0840,B001,0000,B101,1800,0000,0302,00000000,0100,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
165,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,42,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,1F,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0203,085B,B001,0000,B101,1800,0000,0302,00000000,0104,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
166,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,43,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,20,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0203,0876,B001,0000,B101,1800,0000,0302,00000000,0108,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
167,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,44,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,20,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,7C,10,36,0203,0891,B001,0000,B101,1800,0000,0302,00000000,010C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
168,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,45,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,21,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,7C,10,36,0203,08AC,B001,0000,B101,1800,0000,0302,00000000,0110,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
169,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,46,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,21,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,7C,10,36,0203,08C7,B001,0000,B101,1800,0000,0302,00000000,0114,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
170,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,47,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,22,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,7C,10,36,0203,08E2,B001,0000,B101,1800,0000,0302,00000000,0118,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
171,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,48,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,22,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,7C,10,36,0203,08FD,B001,0000,B101,1800,0000,0302,00000000,011C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
172,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,49,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,23,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,7C,10,36,0203,0918,B001,0000,B101,1800,0000,0302,00000000,0120,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
173,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,4A,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,23,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,00,10,36,0203,0933,B001,0000,B101,1800,0000,0302,00000000,0124,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
174,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,4B,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,24,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,00,10,36,0203,094E,B001,0000,B101,1800,0000,0302,00000000,0128,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
175,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,4C,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,24,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,00,10,36,0203,0969,B001,0000,B101,1800,0000,0302,00000000,012C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
176,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,4D,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,25,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,00,10,36,0203,0984,B001,0000,B101,1800,0000,0302,00000000,0130,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
177,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,4E,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,25,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,00,10,36,0203,099F,B001,0000,B101,1800,0000,0302,00000000,0134,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
178,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,4F,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,26,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,00,10,36,0203,09BA,B001,0000,B101,1800,0000,0302,00000000,0138,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
179,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,50,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,26,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,FF,10,36,0203,09D5,B001,0000,B101,1800,0000,0302,00000000,013C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
180,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,51,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,27,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,FF,10,36,0203,09F0,B001,0000,B101,1800,0000,0302,00000000,0140,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
181,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,52,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,27,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,FF,10,36,0203,0A0B,B001,0000,B101,1800,0000,0302,00000000,0144,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
182,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,53,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,28,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,FF,10,36,0203,0A26,B001,0000,B101,1800,0000,0302,00000000,0148,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
183,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,54,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,28,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,FF,10,36,0203,0A41,B001,0000,B101,1800,0000,0302,00000000,014C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
184,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,55,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,29,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,FF,10,36,0203,0A5C,B001,0000,B101,1800,0000,0302,00000000,0150,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
185,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,56,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,29,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,03,10,36,0203,0A77,B001,0000,B101,1800,0000,0302,00000000,0154,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
186,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,57,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,2A,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,03,10,36,0203,0A92,B001,0000,B101,1800,0000,0302,00000000,0158,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
187,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,58,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,2A,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,03,10,36,0203,0AAD,B001,0000,B101,1800,0000,0302,00000000,015C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
188,genesis,zelda_v283,000F4C,10,10,03,00,01,01,00,01,00,00,00,59,00,00,00,00,00,5D,8E,1B,A5,00,FF,00,00,1E,B0,00,2B,01,C8,C0,00,00,00,00,00,00,00,00,10,10,00,18,80,18,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,03,10,36,0203,0AC8,B001,0000,B101,1800,0000,0302,00000000,0160,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
